,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days
0,Amazon,2020-06-11,evening_star,2557.9599609375,2621.47998046875,2584.0,2620.0,2655.0,2659.639892578125,2697.429931640625,2715.0,2783.110107421875,2796.0,2756.22998046875,2955.56005859375,3215.0,3024.0,3031.580078125
1,Microsoft,2019-03-27,evening_star,116.7699966430664,117.58000183105469,118.31999969482422,119.11000061035156,119.4800033569336,120.43000030517578,120.2300033569336,120.2300033569336,120.0199966430664,119.54000091552734,120.3499984741211,121.8499984741211,131.3699951171875,128.0,125.79000091552734
2,Microsoft,2020-06-24,evening_star,197.83999633789062,200.61000061035156,199.88999938964844,198.52999877929688,204.39999389648438,206.35000610351562,208.02000427246094,211.1300048828125,214.6699981689453,213.25999450683594,216.3800048828125,205.6999969482422,210.9199981689453,204.4600067138672,216.3699951171875
3,Microsoft,2021-05-10,evening_star,247.17999267578125,246.60000610351562,244.3800048828125,245.60000610351562,249.17999267578125,246.58999633789062,246.41000366210938,243.22999572753906,247.9499969482422,248.3300018310547,251.16000366210938,251.2899932861328,256.010009765625,259.989990234375,265.7900085449219
4,McDonalds,2015-02-17,evening_star,94.3499984741211,94.79000091552734,94.55000305175781,94.48999786376953,94.41000366210938,95.33000183105469,99.30999755859375,99.87999725341797,99.30000305175781,101.08999633789062,100.44000244140625,97.12000274658203,97.1500015258789,99.83999633789062,98.43000030517578
5,McDonalds,2017-04-13,evening_star,130.75999450683594,131.8699951171875,132.8000030517578,133.0,133.44000244140625,133.8800048828125,134.75999450683594,141.99000549316406,142.0,142.7899932861328,140.75999450683594,143.97999572753906,145.5,148.8300018310547,150.24000549316406
6,Tim Hortons,2017-04-28,evening_star,56.16999816894531,56.470001220703125,56.90999984741211,57.0099983215332,57.029998779296875,58.88999938964844,59.08000183105469,59.36000061035156,59.939998626708984,59.81999969482422,59.349998474121094,60.65999984741211,61.68000030517578,60.70000076293945,57.400001525878906
7,Tim Hortons,2017-06-27,evening_star,61.7599983215332,62.619998931884766,62.15999984741211,62.939998626708984,62.83000183105469,62.45000076293945,61.69900131225586,61.65999984741211,62.16999816894531,62.42499923706055,61.400001525878906,61.650001525878906,62.150001525878906,60.779998779296875,61.029998779296875
8,Wendys,2018-04-06,evening_star,17.020000457763672,17.360000610351562,17.34000015258789,17.139999389648438,17.360000610351562,17.540000915527344,17.6200008392334,17.530000686645508,17.75,17.690000534057617,17.43000030517578,17.209999084472656,16.90999984741211,16.860000610351562,16.43000030517578
9,Pizza Hut,2021-08-24,evening_star,133.5399932861328,134.67999267578125,132.32000732421875,132.72999572753906,132.41000366210938,131.75,132.61000061035156,132.5800018310547,131.5,131.49000549316406,130.8699951171875,128.9600067138672,126.77999877929688,123.20999908447266,123.7300033569336
10,Exxon Mobil Corporation,2021-04-30,evening_star,57.2400016784668,58.9900016784668,59.5,61.04999923706055,61.63999938964844,62.470001220703125,64.0199966430664,62.38999938964844,61.68000030517578,60.45000076293945,60.880001068115234,59.83000183105469,58.79999923706055,61.72999954223633,62.779998779296875
11,Sunpower Corporation,2019-03-21,evening_star,4.256712913513184,4.269810199737549,4.0471510887146,4.092992782592773,4.138833999633789,4.250164031982422,4.33529806137085,4.446627140045166,4.5645060539245605,4.865749835968018,4.865749835968018,5.121152877807617,4.924688816070557,5.016372203826904,4.944334983825684
12,Sunpower Corporation,2019-09-06,evening_star,8.34970474243164,8.40864372253418,8.244924545288086,8.34970474243164,8.415192604064941,8.218729972839355,8.6705961227417,9.698756217956543,9.679108619689941,10.196463584899902,9.91486644744873,8.244924545288086,7.223313808441162,6.601179122924805,6.371971130371094
13,Pfizer Inc,2019-07-05,evening_star,41.669830322265625,41.62239074707031,41.55597686767578,41.850093841552734,41.32827377319336,40.7874755859375,40.5787467956543,40.76850128173828,40.977230072021484,40.85388946533203,40.9962043762207,40.958255767822266,36.56546401977539,34.94307327270508,33.2163200378418
14,Merck and Co Inc,2018-11-20,evening_star,71.35496520996094,71.63167572021484,71.85114288330078,72.28053283691406,73.01526641845703,73.8167953491211,74.885498046875,75.84923553466797,75.93511199951172,76.51717376708984,74.78053283691406,75.45801544189453,70.73473358154297,73.07251739501953,72.96755981445312
15,Novartis,2018-11-20,evening_star,77.91218566894531,80.17024993896484,79.247314453125,79.9731216430664,79.74014282226562,80.52867126464844,82.15950012207031,82.17742156982422,82.30286407470703,82.78673553466797,80.14337158203125,79.38172149658203,76.32616424560547,77.13261413574219,76.33512878417969
16,Johnson & Johnson,2015-07-17,evening_star,100.08000183105469,100.6500015258789,100.80999755859375,100.70999908447266,100.5999984741211,99.94999694824219,98.98999786376953,99.2300033569336,100.05000305175781,100.0,100.9800033569336,99.06999969482422,98.83000183105469,98.5199966430664,96.29000091552734
