,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days
0,Apple,2015-11-16,piercing,28.545000076293945,28.762500762939453,29.372499465942383,29.9375,29.979999542236328,29.9325008392334,29.837499618530273,29.8075008392334,29.602500915527344,29.852500915527344,29.702499389648438,29.649999618530273,28.200000762939453,26.93000030517578,27.174999237060547
1,Apple,2016-02-24,piercing,24.024999618530273,24.190000534057617,24.5049991607666,24.5575008392334,25.1924991607666,25.22249984741211,25.427499771118164,25.9375,25.707500457763672,25.440000534057617,25.395000457763672,26.577499389648438,26.767499923706055,27.475000381469727,27.604999542236328
2,Apple,2016-06-16,piercing,24.387500762939453,24.162500381469727,24.142499923706055,24.087499618530273,24.22249984741211,24.072500228881836,23.665000915527344,23.262500762939453,23.415000915527344,23.637500762939453,23.9424991607666,24.22249984741211,24.825000762939453,24.825000762939453,26.137500762939453
3,Apple,2016-06-21,piercing,23.977500915527344,24.22249984741211,24.072500228881836,23.665000915527344,23.262500762939453,23.415000915527344,23.637500762939453,23.9424991607666,24.11750030517578,23.850000381469727,23.915000915527344,24.417499542236328,25.114999771118164,26.087499618530273,26.459999084472656
4,Apple,2020-09-21,piercing,110.08000183105469,112.86000061035156,112.11000061035156,110.25,112.44000244140625,115.31999969482422,115.30999755859375,117.26000213623047,117.72000122070312,115.37000274658203,116.6500015258789,125.18000030517578,120.41999816894531,116.55000305175781,110.68000030517578
5,Google,2018-02-06,piercing,1084.4300537109375,1086.530029296875,1063.9300537109375,1051.719970703125,1065.5699462890625,1061.219970703125,1075.469970703125,1094.0999755859375,1108.31005859375,1116.2900390625,1136.199951171875,1127.6500244140625,1116.199951171875,1159.760009765625,1108.699951171875
6,Google,2019-07-09,piercing,1124.2900390625,1142.3399658203125,1153.239990234375,1147.5,1150.6800537109375,1158.5799560546875,1158.43994140625,1148.1700439453125,1151.5799560546875,1140.02001953125,1148.8599853515625,1236.9100341796875,1181.4000244140625,1205.4300537109375,1198.0
7,Google,2020-02-28,piercing,1339.25,1387.469970703125,1408.18994140625,1382.780029296875,1353.6300048828125,1302.75,1252.72998046875,1275.8499755859375,1256.9300537109375,1188.75,1214.4000244140625,1138.47998046875,1151.050048828125,1118.7900390625,1214.52001953125
8,Amazon,2016-02-19,piercing,534.9000244140625,560.6500244140625,556.9099731445312,554.27001953125,559.3900146484375,562.5,564.8099975585938,579.25,585.0,579.8699951171875,581.4000244140625,570.0599975585938,562.3300170898438,584.75,599.5
9,Microsoft,2018-06-28,piercing,98.62999725341797,99.91000366210938,100.05999755859375,100.62999725341797,99.91999816894531,101.43000030517578,102.25,102.51000213623047,102.33999633789062,104.41000366210938,105.5999984741211,108.19999694824219,110.18000030517578,108.05000305175781,109.69000244140625
10,Microsoft,2020-02-28,piercing,162.00999450683594,172.9199981689453,175.0,170.6999969482422,170.8699951171875,163.11000061035156,157.75,161.02999877929688,157.6999969482422,153.47000122070312,161.91000366210938,147.10000610351562,154.88999938964844,157.3800048828125,165.57000732421875
11,McDonalds,2018-12-26,piercing,174.02999877929688,175.7100067138672,177.5,177.8000030517578,176.3000030517578,176.4499969482422,179.1999969482422,181.8800048828125,182.2899932861328,180.89999389648438,181.8800048828125,181.11000061035156,189.4199981689453,180.49000549316406,175.47000122070312
12,McDonalds,2020-05-14,piercing,175.41000366210938,174.7100067138672,181.14999389648438,181.4600067138672,184.60000610351562,185.47999572753906,185.35000610351562,190.66000366210938,188.75,190.47999572753906,188.6999969482422,200.14999389648438,191.6699981689453,192.36000061035156,182.80999755859375
13,Tim Hortons,2016-10-06,piercing,43.880001068115234,44.5,44.90999984741211,44.790000915527344,44.470001220703125,43.849998474121094,44.47999954223633,44.11000061035156,45.0099983215332,46.099998474121094,46.189998626708984,43.56999969482422,45.2599983215332,46.5,46.040000915527344
14,Tim Hortons,2018-02-06,piercing,58.119998931884766,59.56999969482422,59.13999938964844,57.04999923706055,61.16999816894531,59.52299880981445,58.470001220703125,58.375,59.27000045776367,61.2599983215332,59.77000045776367,59.59000015258789,58.130001068115234,58.29999923706055,58.90999984741211
15,Tim Hortons,2018-09-06,piercing,56.81999969482422,56.79999923706055,57.08000183105469,58.25,59.0,59.31999969482422,58.650001525878906,58.599998474121094,59.33000183105469,59.83000183105469,60.88999938964844,59.43000030517578,57.79999923706055,57.060001373291016,57.52000045776367
16,Tim Hortons,2020-01-13,piercing,62.810001373291016,63.38999938964844,63.29999923706055,63.63999938964844,64.27999877929688,65.83000183105469,65.73999786376953,65.33000183105469,65.44000244140625,63.849998474121094,64.0,61.79999923706055,66.5,66.5,63.619998931884766
17,Wendys,2017-03-22,piercing,13.399999618530273,13.630000114440918,13.520000457763672,13.380000114440918,13.5,13.609999656677246,13.699999809265137,13.670000076293945,13.630000114440918,13.529999732971191,13.8100004196167,13.779999732971191,14.010000228881836,14.930000305175781,15.039999961853027
18,Wendys,2017-08-18,piercing,15.1899995803833,15.220000267028809,15.220000267028809,15.220000267028809,15.149999618530273,15.020000457763672,15.020000457763672,15.0,14.850000381469727,14.989999771118164,14.979999542236328,14.899999618530273,15.930000305175781,15.130000114440918,15.5
19,Wendys,2018-02-06,piercing,15.729999542236328,16.020000457763672,15.989999771118164,15.779999732971191,16.139999389648438,15.720000267028809,15.869999885559082,15.9399995803833,16.75,16.489999771118164,16.440000534057617,16.309999465942383,16.809999465942383,17.1200008392334,17.5
