Name,Date
Amazon,2020-06-11
Microsoft,2020-06-24
Microsoft,2021-05-10
McDonalds,2015-02-17
McDonalds,2017-04-13
Tim Hortons,2017-06-27
Wendys,2018-04-06
Pizza Hut,2021-08-24
Exxon Mobil Corporation,2021-04-30
Sunpower Corporation,2017-12-19
Sunpower Corporation,2019-03-21
Sunpower Corporation,2019-09-06
Pfizer Inc,2019-07-05
Merck and Co Inc,2018-11-20
Novartis,2018-11-20
Johnson & Johnson,2015-07-17
