Name,Date
Google ,2018-07-23
Amazon,2015-04-24
Amazon,2017-11-03
Microsoft,2021-10-27
McDonalds,2017-01-12
McDonalds,2017-05-31
McDonalds,2017-08-28
Tim Hortons,2018-06-18
Tim Hortons,2020-07-06
Pizza Hut,2017-07-27
Pizza Hut,2019-01-10
Exxon Mobil Corporation,2016-04-12
Johnson & Johnson,2015-05-14
