,Name,Date,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days
0,Apple,2016-05-13,22.6299991607666,23.59749984741211,23.674999237060547,23.802499771118164,23.65999984741211,23.857500076293945,24.297500610351562,24.522499084472656,24.934999465942383,25.1825008392334,25.11750030517578
1,Google,2016-06-13,731.8800048828125,736.0,737.1500244140625,730.3900146484375,721.3900146484375,715.8699951171875,715.3800048828125,714.2100219726562,714.8800048828125,705.0,683.3300170898438
